stop_name	stop_lat	stop_lon
Kępińska	51.1442051000	17.0310752200
KAMIEŃSKIEGO(pętla)	51.1506991100	17.0430711500
Sołtysowicka	51.1438147100	17.0713533200
Chopina	51.1167369100	17.0816246200
ZABRODZIE	51.0567887900	16.9454119800
Śnieżna	51.1496842800	16.8793580400
Kolista	51.1326958400	16.9726114500
Marszowice	51.1678519500	16.8904964100
StadionWrocław(Lotnicza)	51.1383796200	16.9425624700
Kowieńska	51.1429343600	17.1344098300
Piecowice	51.1446005100	17.2171888800
Karwińska	51.0819435600	17.0769604500
pl.Legionów	51.1048549800	17.0217281600
DWORZECAUTOBUSOWY	51.0974641500	17.0327766200
Warmińska	51.1464748300	16.9401998300
Główna	51.1629043700	16.8957229600
Moniuszki	51.1194327700	17.0816041200
Zagłębiowska	51.0727551600	17.0891407500
Renoma	51.1037495200	17.0306378200
Katedra	51.1142165900	17.0504584200
Łozina-Wrocławska(nawys.nr18)	51.2300115600	17.1725796400
KRAKOWSKA(Centrumhandlowe)	51.0891053100	17.0659851700
Dolnobrzeska	51.1550175700	16.8594144100
Szczodre-Trzebnicka	51.1905888200	17.1839484100
KUŹNIKI	51.1233022100	16.9501394500
OjcaBeyzyma	51.0903690000	16.9933187300
Długołęka-Kościół	51.1728754300	17.1936051400
Kwiska	51.1252750000	16.9835144300
Świdnicka	51.1074360100	17.0328863800
Zajazdowa	51.1478387100	16.8656115900
Transbud	51.0836768100	17.0602039000
Szczepin	51.1170944100	17.0079669000
HalaTargowa	51.1127688000	17.0395733100
Słonimskiego	51.1306780000	17.0444240000
PRACZEODRZAŃSKIE	51.1742880000	16.9054920000
PL.GRUNWALDZKI	51.1114443900	17.0599596000
KOZANÓW(Dokerska)	51.1412835600	16.9640954100
Kwiatkowskiego(Rondo)	51.0725259700	16.9536394100
Wawrzyniaka	51.0780740000	16.9982022000
Zaporoska	51.0965397500	17.0145216700
MostyWarszawskie	51.1280013700	17.0548583700
Górnicza	51.1399883700	16.9597107400
Polanowicka	51.1696374100	17.0241751600
MuchobórWielki	51.0988644700	16.9412746000
Kolejowa	51.1052580200	17.0139121700
Wejherowska	51.1298272000	16.9851259800
Żelazna	51.0961279600	17.0124964900
Szczodre-Szkoła	51.1981127400	17.1896107900
Arabska	51.0511576500	17.0923256000
UniwersytetEkonomiczny	51.0900816400	17.0291803800
Kościuszki	51.1002515500	17.0454552200
Wilkszyn(pętla)	51.1917357800	16.8628483500
Bierzyce	51.2357831700	17.1837669600
Rynek	51.1119538700	17.0271183500
Wyszyńskiego	51.1219185200	17.0529416500
Morwowa	51.0765464300	17.0531701700
OgródBotaniczny	51.1165508400	17.0523867300
Godebskiego(AWFWrocław)	51.1137708800	17.0984612900
Rondo	51.0916681300	17.0158075500
NowyDwór(Stacjakolejowa)	51.1195270400	16.9530757300
Rubczaka	51.1441942900	16.8659648400
Pl.Hirszfelda	51.0938214700	17.0179590500
DWORCOWA	51.1006011500	17.0392713100
Zaporoska	51.0969778600	17.0135578800
NaNiskichŁąkach	51.0971004500	17.0560912500
Niedźwiedzia	51.1214828200	16.9934177900
Jaworowa	51.0817118000	17.0231520600
KOWALE	51.1284171500	17.1021457800
UrządWojewódzki	51.1086373700	17.0495530400
Kmieca	51.1046407500	17.1466674300
Kromera(Czajkowskiego)	51.1363143000	17.0704444900
Berenta	51.1357800000	17.0575871100
PL.STASZICA	51.1228805000	17.0305476900
8Maja	51.1136047100	17.0914420400
Kurpiów	51.0548816500	17.0266107900
Stabłowicka	51.1703400000	16.9016280000
8Maja	51.1136691900	17.0911197100
Krynicka	51.0795393800	17.0507425100
Adamieckiego	51.0732833300	16.9636527200
Zakrzowska	51.1520301100	17.1165644800
Hutmen	51.0959695900	16.9853453800
KOSZAROWA(Uniwersytet)	51.1404951600	17.0684798900
Trzebnicka	51.1286499100	17.0365318700
MostMilenijny	51.1360049100	16.9983194200
TARNOGAJ	51.0777923300	17.0646699500
Główna	51.1631701300	16.8966747800
Inowrocławska	51.1155868600	17.0139613900
Samotworska	51.1191000000	16.8478040000
Gąsiorowskiego	51.1438550100	17.0397542700
Brochowska	51.0679344000	17.0943708300
ŁozinaCmentarz	51.2285671100	17.1806044700
Kajdasza	51.0536790000	17.0579230000
Siechnice-Ogrodnictwo	51.0245030000	17.1528700000
Jaworowa	51.0809699500	17.0222274100
Łozina-NowegoOsiedlaII	51.2332079900	17.1635124600
Zębice-TrzechLip/Prusa	51.0025190000	17.1562810000
Borowa-szkoła	51.1894895500	17.2790538400
PSARY	51.1843955600	17.0286792500
Joannitów	51.0933772400	17.0361176600
Krucza	51.0950533500	17.0086204000
Siechnice-ZOZ	51.0376510000	17.1399760000
Inflancka	51.1423583500	17.1304153200
Tramwajowa	51.1042169300	17.0831066900
Radwanice-Poprzeczna	51.0528900000	17.1100500000
Orla	51.0801037600	17.0080294800
Krakowska	51.0931094000	17.0606087300
Opera	51.1055157100	17.0320637400
RODBajki	51.0838947200	17.0352944100
Starodworska	51.0738100000	17.1085530000
Zagłoby	51.1098037400	16.9280002300
Dzielna	51.1388593600	16.9747484300
CentrumZarządzaniaKryzysowego	51.1146291900	16.9722976100
Broniewskiego	51.1350993400	17.0364976500
OSOBOWICKA(CmentarzII)	51.1345775700	17.0112481600
HalaTargowa	51.1127695100	17.0397359400
Chłodna	51.0749863500	16.9968312900
RakówIV	51.1556914100	17.2744498300
Św.Katarzyna-Główna	51.0282970000	17.1178110000
Lipska	51.1443278900	16.9871264400
OgródBotaniczny	51.1168194200	17.0502544400
pl.Bema	51.1175025900	17.0421169100
Durok-skrzy.	51.0143260000	17.1977790000
Dolmed	51.1141388300	17.0023525400
Rękodzielnicza	51.1362357200	16.9603393900
Bystrzycka	51.1240566300	16.9580712800
Trzebnicka	51.1281340600	17.0366644300
Daszyńskiego	51.1267401900	17.0483523400
HalaStulecia	51.1070882500	17.0734645200
Graniczna(Strachowicka)	51.1110179300	16.8982274700
Głubczycka	51.0801595500	17.0800100100
Brodzka	51.1581602600	16.9223663000
BISKUPIN	51.1009889400	17.1087868800
Przyjaźni	51.0685463800	17.0032825400
Bierdzany	51.0921170300	17.0912942500
Św.Katarzyna-Żernicka	51.0252000000	17.1135730000
KRZYŻANOWICE	51.1740924200	17.0488776800
Mochnackiego	51.1422877500	17.0367516800
Radwanice-Poprzeczna	51.0528900000	17.1102350000
pl.Bema	51.1168715800	17.0419618100
Kliniki	51.1093224100	17.0662813900
KUŹNIKI	51.1229402500	16.9495126200
Kwidzyńska	51.1322610500	17.0794591800
Kosmonautów(Szpital)	51.1428778100	16.9089670200
Metalowców	51.1338260900	16.9567351200
Katedra	51.1133059000	17.0498472300
Obornicka(Obwodnica)	51.1570525300	17.0106856000
mostGrunwaldzki	51.1102121600	17.0553848800
DWORZECAUTOBUSOWY	51.0972677900	17.0322836700
Kosmonautów(NoweŻerniki)	51.1391650000	16.9273250000
Zalewowa	51.0904958400	17.1350791100
Parafialna	51.0618126800	17.0322664300
Awicenny	51.0883341100	16.9523855800
Żernicka	51.1255770000	16.9123680000
Spółdzielcza	51.1022057200	17.1023223200
Oboźna	51.0596915200	17.0324623800
Rondo	51.0916063600	17.0178479900
Pasikurowice-cmentarz	51.2043250600	17.1009822500
LIPAPIOTROWSKA	51.1727489300	16.9950801900
Hutmen	51.0958967300	16.9857695900
Rogowska	51.1103765500	16.9559448100
Strachowskiego	51.0585985900	17.0137882700
Lamowice	51.0498241700	17.0594378700
Długa	51.1190835700	17.0152833600
DWORZECGŁÓWNY	51.0996270300	17.0351616700
Kiełczów-Ładna	51.1436172500	17.1600064300
Kwidzyńska	51.1305853100	17.0783376700
AUCHAN	51.0520648000	16.9740535400
MIŃSKA(RondoRotm.Pileckiego)	51.1060820400	16.9501998000
Opolska	51.0649503500	17.0973266400
Kowale(Stacjakolejowa)	51.1341685600	17.1016776000
Pomorska	51.1180575500	17.0305601600
Zakrzowska	51.1506056200	17.1155360800
Wysoka	51.0463100400	17.0121329900
Zaprężyn-skrzy.	51.2534143900	17.2065055300
Wołowska	51.1484230800	17.0302276200
KUŹNIKI	51.1235160000	16.9509960000
Prudnicka	51.0892028400	17.0450511600
Kiełczów-osiedle	51.1325442000	17.1725084400
Wiślańska	51.1363878900	16.9789074900
Połabian	51.0562372400	16.9704749500
Jerzmanowskanr17	51.1275217100	16.9005955800
LEŚNICA	51.1451806200	16.8719948600
Pereca	51.1011168300	17.0079876300
Piastowska	51.1153652900	17.0609685000
Szczodre-pętla	51.1945124200	17.1828914400
PL.DANIŁOWSKIEGO	51.1393806500	17.0609120900
JERZMANOWO	51.1205655600	16.8662508700
Pisarzowice-Graniczna	51.1972415000	16.8548221000
Łososiowicka	51.1757095400	16.8811538800
Sztabowa	51.0880624400	17.0143858000
Pisarzowice-Kolejowa	51.2137413000	16.8474439000
Węgrów(nawys.nr19)	51.2644411600	17.2204251900
Pisarzowice-Szkolna	51.2099469000	16.8514230000
PsiePole	51.1458270000	17.1115630000
RODBielany	51.0553851700	16.9776400000
Działdowska	51.1331588800	17.1057941900
Zajączkowska	51.1933045800	16.9781417200
Szkolna	51.1325609400	16.8481176300
Partynice	51.0613050000	16.9959718300
Lamowice	51.0494207800	17.0594421200
Tczewska	51.1314645800	17.1111700100
KRZYKI	51.0752719000	17.0066644200
Grudziądzka	51.1378804900	17.0736345400
PL.GRUNWALDZKI	51.1119811600	17.0640336000
Krucza	51.0941305200	17.0095389000
RUBCZAKA(Stacjakolejowa)	51.1430309700	16.8668989700
ŚWINIARY	51.1966424700	16.9751508600
Wilczyce-Borowa	51.1300661700	17.1506207600
Kowalska	51.1296578800	17.1131234000
RATYŃ	51.1297596400	16.8604872400
BrzezinkaŚredzka-Główna	51.2158058000	16.8370802000
Wysoka-Radosna	51.0487255500	16.9999521600
DŁUGA(Politechnika)	51.1236143100	17.0109206500
Łososiowicka	51.1753050000	16.8822500000
POŚWIĘTNE	51.1514117300	17.0292892100
pl.Bema	51.1175134300	17.0410420900
Komandorska	51.0921600900	17.0245164000
Zębice-Prusa	51.0094520000	17.1662130000
Krzemieniecka	51.0967339800	16.9548996900
PL.STASZICA	51.1221422800	17.0307665800
Szczecińska	51.1225505800	16.9307786400
Rodła	51.1247949300	16.8635310600
rondoŚw.OjcaPio	51.0589179100	17.0068889100
NOWYDWÓR(pętla)	51.1193625700	16.9518957500
Januszkowice-Wrocławska	51.2211867900	17.2384442100
Łozina-NowegoOsiedlaII	51.2332024700	17.1650437800
TYNIECKA(pętla)	51.0759615900	16.9528937500
RACŁAWICKA(pętla)	51.0773950000	16.9839380000
Marszowice	51.1668650200	16.8901242700
Wilczyce-Dębowa	51.1303269200	17.1628235800
Katedra	51.1141993800	17.0507981200
Trestno	51.0758000000	17.1454640000
Małopolska(Ośrodekdlaniewidomych)	51.1374574800	16.8988858100
Tokary-centrum	51.2331200700	17.1404955900
Kamieńskiego(Szpital)	51.1491042200	17.0432048100
Kamień-skrzy.	51.1670032400	17.2192665200
Krzelowska	51.1778574000	16.8781669900
Sosnowiecka	51.0704598600	17.0915432900
Brzezina-Osiedle	51.1925184000	16.8335414000
Piastowska	51.1157841300	17.0601010800
Raków-skrzy.	51.1678296500	17.2753299100
POŚWIĘTNE	51.1502082200	17.0287050100
Widawa	51.1757613100	17.0232191100
Św.Katarzyna-stacja	51.0297100000	17.1222120000
Gajowicka	51.0886347900	17.0066463300
Volvo	51.1198228600	17.1145789000
pl.Wróblewskiego	51.1042237600	17.0483492600
STABŁOWICKA(Ośrodekzdrowia)	51.1674958900	16.8992412400
Kochanowskiego	51.1151273100	17.0737479000
Bąków	51.2117570200	17.1594742400
Zielińskiego	51.0981001900	17.0202284100
Grabowa	51.1397749600	16.9213887800
Świt	51.0604797600	17.0257185600
Pomorska	51.1172335900	17.0317555200
Hutmen	51.0960276600	16.9863183300
Mielecka	51.0895192000	17.0006031400
pl.Srebrny	51.0986091200	16.9969063500
RadioiTelewizja	51.0718813600	17.0063211100
DWORZECNADODRZE	51.1247390100	17.0338341400
Orlińskiego	51.1225167500	16.9729111300
Stalowa	51.0992164700	17.0012542200
Kozanowska	51.1389990200	16.9652739400
Jarzębinowa	51.0819217600	17.0167110800
OjcaBeyzyma	51.0903377300	16.9921321400
ArmiiKrajowej	51.0866161500	17.0693027800
Grota-Roweckiego	51.0507896000	17.0300235400
Krępice	51.1531270000	16.8146390000
OPORÓW	51.0843100000	16.9720010000
Chociebuska	51.1157845300	16.9585619300
Działkowa	51.0777534300	17.0338284800
Św.Katarzyna-Parkowa	51.0268310000	17.1084520000
OgródBotaniczny	51.1169011100	17.0503602800
Nowowiejska	51.1242391400	17.0448911000
PRACZEODRZAŃSKIE	51.1742539400	16.9082498500
Małopanewska	51.1240537400	16.9874779200
Głogowska	51.1176959900	17.0040245600
Ciechocińska	51.1527640000	16.8840550000
PL.GRUNWALDZKI	51.1114382700	17.0603531000
BROCHÓW(Stacjakolejowa)	51.0636048200	17.0837437300
FAT	51.0945698500	16.9778035600
Mirków-Sportowa	51.1636561400	17.1571042300
Zaprężyn	51.2520818900	17.1923899500
Słoneczna	51.0588267100	16.9737796700
SĘPOLNO	51.1137701100	17.1037905700
Krakowiany-skrzy.	51.2638015900	17.1902215400
MIŃSKA(RondoRotm.Pileckiego)	51.1072206500	16.9494872000
Gazowa	51.0781518200	17.0704111800
Borowa-skrz.	51.1949370500	17.2791721200
Stanki	51.0761615000	16.9738343600
Jagodno	51.0587129500	17.0564998800
Kiełczów-Wrocławska	51.1409341000	17.1743202900
RODŹródłoZdrowia	51.1506856400	17.1085794000
Sulimów	51.0106000000	17.1248810000
ParkWschodni	51.0848858600	17.0721940500
Wiśniowa	51.0843160800	17.0236254600
METALOWCÓW(Ośrodeksportu)	51.1295893900	16.9549576600
Kwidzyńska	51.1315553500	17.0796554100
DomaszczynStawowa	51.1889224900	17.1504650200
PETRUSEWICZA	51.0914570000	17.0327200800
Starodworska	51.0738100000	17.1083680000
PILCZYCE	51.1360934100	16.9504506500
Bielawa	51.1602028300	17.2522432300
ŚWIDNICKA(DomEuropy)	51.1068121200	17.0334133800
Arkady(Capitol)	51.1013912100	17.0286990600
ZajezdniaGAJ	51.0892658800	17.0296803600
PL.GRUNWALDZKI	51.1127135300	17.0650486000
Zębice-Prusa	51.0091070000	17.1658280000
Gałczyńskiego	51.0542845600	17.0322495300
Górnickiego	51.1163268200	17.0559631700
Bezpieczna	51.1424594100	17.0256778100
Chwałkowska	51.1595240700	16.9107602900
TRESTNO(pętla)	51.0747000000	17.1455110000
Górnicza	51.1405898600	16.9592038200
Moniuszki	51.1194907100	17.0827921400
LEŚNICA	51.1446737300	16.8715548200
Raków-skrzy.	51.1676435500	17.2760978600
Grochowa	51.0962177400	17.0058089100
Bielany-PKP	51.0375729600	16.9773535600
Poprzeczna	51.1457814800	17.0729631000
Przyjaźni	51.0678664200	17.0037727500
Kiełczowska(Cmentarz)	51.1453417900	17.1480205300
Karwińska	51.0813706000	17.0781845600
Żerniki	51.1236331100	16.9229511900
Szymanów-skrzyż.	51.1884068400	17.0305035300
Kętrzyńska	51.1308779600	17.0744822500
Ostowa	51.1625585900	17.0024157900
LasMokrzański	51.1761020000	16.8335630000
Zimowa	51.0713285300	17.0000093600
Międzyrzecka	51.0949543400	17.0807391400
BROCHÓW(Stacjakolejowa)	51.0637473200	17.0824959800
Stępin	51.2088041400	17.2805974900
METALOWCÓW(Ośrodeksportu)	51.1298659200	16.9549646700
Zgorzelisko	51.1389264900	17.1306132600
pl.Srebrny	51.0984846500	16.9961321000
OPORÓW	51.0841500000	16.9718980000
Borowa-skrz.	51.1962339200	17.2798677500
HalaOrbita	51.1323514000	16.9894391000
Wołowska	51.1481479500	17.0298805600
Marszowice	51.1674065000	16.8911978100
Piastowska	51.1153658200	17.0608780600
Brodnicka	51.1489517100	16.9304072100
Stalowa	51.0994707600	17.0004263700
Rynek	51.1119722800	17.0272170900
OSOBOWICKA(Cmentarz)	51.1350846600	17.0055331100
Górnicza	51.1401983600	16.9594507900
Dubois	51.1164097300	17.0332959000
Semaforowa	51.0617030100	17.0795609300
Wełniana	51.1611804100	16.9044891100
Brücknera	51.1385841700	17.0814245700
Kiełczowska	51.1457117100	17.1357537300
Śrubowa	51.1119080700	17.0001085800
DHAstra	51.1281382200	16.9760575700
Kamieńskiego	51.1409766200	17.0322222300
Śrubowa	51.1112815600	17.0030202800
Kwiska	51.1254882000	16.9832065900
RODBajki	51.0834244500	17.0340740400
Turoszowska	51.1530520600	16.9476315600
Zębice-TrzechLip/Prusa	51.0029190000	17.1556600000
PL.GRUNWALDZKI	51.1120574500	17.0628862800
Słowiańska	51.1234541000	17.0404781200
